Attack category,Attack subcategory,Protocol,Port_Category,Duration_Cat,Emission
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,ICMP,iatp,Other,Short,iatp_Other_Short
Reconnaissance,ICMP,crudp,Other,Short,crudp_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,SMB,sctp,Other,Short,sctp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,sdrp,Other,Short,sdrp_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
DoS,TCP,ggp,Other,Short,ggp_Other_Short
Fuzzers,OSPF,sctp,Other,Short,sctp_Other_Short
Generic,IXIA,ipv6-route,Other,Short,ipv6-route_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,rvd,Other,Medium,rvd_Other_Medium
Reconnaissance,SCTP,sctp,Other,Medium,sctp_Other_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,unas,Other,Short,unas_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
DoS,Miscellaneous,dcn,Other,Short,dcn_Other_Short
Reconnaissance,SNMP,udp,SNMP,Short,udp_SNMP_Short
Exploits,Apache,kryptolan,Other,Short,kryptolan_Other_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Fuzzers,OSPF,rsvp,Other,Short,rsvp_Other_Short
DoS,Miscellaneous,crudp,Other,Short,crudp_Other_Short
Exploits,Browser,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,nsfnet-igp,Other,Short,nsfnet-igp_Other_Short
Exploits,SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,ICMP,micp,Other,Short,micp_Other_Short
DoS,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Backdoor,Unknown,trunk-1,Other,Short,trunk-1_Other_Short
Fuzzers,OSPF,ospf,Other,Medium,ospf_Other_Medium
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
DoS,TCP,ospf,Other,Short,ospf_Other_Short
Exploits,Miscellaneous,any,Other,Short,any_Other_Short
Exploits,Clientside,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,zero,Other,Short,zero_Other_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
DoS,NetBIOS/SMB,pim,Other,Short,pim_Other_Short
DoS,Ethernet,pipe,Other,Short,pipe_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,ttp,Other,Short,ttp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,TCP,sctp,Other,Medium,sctp_Other_Medium
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Fuzzers,SMB,udp,Other,Long,udp_Other_Long
DoS,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,ifmp,Other,Short,ifmp_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Backdoor,Unknown,xns-idp,Other,Short,xns-idp_Other_Short
DoS,Windows Explorer,tcp,Web,Short,tcp_Web_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,RDP,unas,Other,Short,unas_Other_Short
Exploits,Clientside,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,fc,Other,Short,fc_Other_Short
Exploits,Miscellaneous,xnet,Other,Short,xnet_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,Browser,tcp,Web,Short,tcp_Web_Short
Shellcode,Windows,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,compaq-peer,Other,Short,compaq-peer_Other_Short
DoS,Miscellaneous,emcon,Other,Short,emcon_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,leaf-2,Other,Short,leaf-2_Other_Short
Exploits,ICMP,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,PPTP,tcp,Registered,Short,tcp_Registered_Short
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,tcp,Other,Short,tcp_Other_Short
Exploits,Miscellaneous,tcp,Registered,Short,tcp_Registered_Short
Shellcode,BSD,udp,Ephemeral,Short,udp_Ephemeral_Short
Fuzzers,OSPF,nvp,Other,Short,nvp_Other_Short
DoS,TCP,any,Other,Short,any_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Apache,sctp,Other,Short,sctp_Other_Short
DoS,TCP,iso-ip,Other,Short,iso-ip_Other_Short
Exploits,SCADA,br-sat-mon,Other,Short,br-sat-mon_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,ip,Other,Short,ip_Other_Short
DoS,RDP,isis,Other,Short,isis_Other_Short
Exploits,Apache,iso-tp4,Other,Short,iso-tp4_Other_Short
Exploits,Browser,ptp,Other,Short,ptp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,SCADA,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,SIP,ospf,Other,Long,ospf_Other_Long
Exploits,Web Application,idpr,Other,Short,idpr_Other_Short
Exploits,Miscellaneous,iatp,Other,Short,iatp_Other_Short
DoS,Miscellaneous,cphb,Other,Short,cphb_Other_Short
Exploits,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,sctp,Other,Short,sctp_Other_Short
DoS,HTTP,il,Other,Short,il_Other_Short
Analysis,Port Scanner,smp,Other,Short,smp_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
DoS,TCP,ip,Other,Short,ip_Other_Short
Generic,IXIA,tcp,Web,Medium,tcp_Web_Medium
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
DoS,Windows Explorer,tcp,Web,Medium,tcp_Web_Medium
Exploits,SMB,isis,Other,Short,isis_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,SMB,trunk-1,Other,Short,trunk-1_Other_Short
Exploits,PHP,ospf,Other,Long,ospf_Other_Long
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,TCP,iplt,Other,Short,iplt_Other_Short
Shellcode,BSD,udp,Registered,Short,udp_Registered_Short
DoS,ICMP,crtp,Other,Short,crtp_Other_Short
Exploits,SMB,rsvp,Other,Short,rsvp_Other_Short
Exploits,Miscellaneous,pnni,Other,Short,pnni_Other_Short
Reconnaissance,SCTP,ospf,Other,Short,ospf_Other_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
Generic,IXIA,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,dgp,Other,Short,dgp_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,ipv6-frag,Other,Short,ipv6-frag_Other_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
DoS,TCP,swipe,Other,Short,swipe_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,SIP,wb-mon,Other,Short,wb-mon_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,tcp,Database,Medium,tcp_Database_Medium
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,mobile,Other,Short,mobile_Other_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,cftp,Other,Short,cftp_Other_Short
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Short,tcp_RPC_Short
Fuzzers,OSPF,ospf,Other,Short,ospf_Other_Short
DoS,Browser,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,xtp,Other,Short,xtp_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,SunRPC,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,SIP,netblt,Other,Short,netblt_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,PHP,ospf,Other,Long,ospf_Other_Long
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Backdoor,Unknown,iplt,Other,Short,iplt_Other_Short
Backdoor,Unknown,trunk-2,Other,Short,trunk-2_Other_Short
Exploits,Miscellaneous,chaos,Other,Short,chaos_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,ICMP,argus,Other,Short,argus_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Browser,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Exploits,Browser,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,ax.25,Other,Short,ax.25_Other_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Exploits,TCP,sctp,Other,Medium,sctp_Other_Medium
Exploits,SMB,any,Other,Short,any_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,ddp,Other,Short,ddp_Other_Short
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Exploits,Miscellaneous Batch,ip,Other,Short,ip_Other_Short
Exploits,Clientside,wb-mon,Other,Short,wb-mon_Other_Short
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
DoS,TCP,ospf,Other,Long,ospf_Other_Long
Exploits,SMB,pup,Other,Short,pup_Other_Short
DoS,FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,dcn,Other,Short,dcn_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Reconnaissance,ICMP,ipv6-no,Other,Short,ipv6-no_Other_Short
DoS,Miscellaneous,snp,Other,Short,snp_Other_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
DoS,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,iso-tp4,Other,Short,iso-tp4_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Fuzzers,OSPF,prm,Other,Short,prm_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,idrp,Other,Short,idrp_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Clientside Microsoft,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,fc,Other,Short,fc_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Browser,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Analysis,Port Scanner,ax.25,Other,Short,ax.25_Other_Short
Exploits,IGMP,ipv6,Other,Short,ipv6_Other_Short
Shellcode,Windows,tcp,Registered,Short,tcp_Registered_Short
DoS,DNS,udp,DNS,Short,udp_DNS_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Browser,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Exploits,Web Application,sctp,Other,Long,sctp_Other_Long
Exploits,Backup Appliance,tcp,Registered,Short,tcp_Registered_Short
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
Exploits,PHP,tcp,Web,Short,tcp_Web_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,ICMP,visa,Other,Short,visa_Other_Short
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,ib,Other,Short,ib_Other_Short
Exploits,SMB,emcon,Other,Short,emcon_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,mhrp,Other,Short,mhrp_Other_Short
Fuzzers,OSPF,encap,Other,Short,encap_Other_Short
Exploits,Miscellaneous,tcp,Web,Short,tcp_Web_Short
Generic,IXIA,sctp,Other,Long,sctp_Other_Long
Shellcode,BSDi,tcp,Registered,Medium,tcp_Registered_Medium
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Short,tcp_RPC_Short
DoS,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,DCERPC,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous Batch,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,OSPF,aes-sp3-d,Other,Short,aes-sp3-d_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
DoS,Browser,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,unas,Other,Short,unas_Other_Short
Exploits,Webserver,tcp,Web,Short,tcp_Web_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,ICMP,aris,Other,Short,aris_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Apache,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Reconnaissance,ICMP,mobile,Other,Short,mobile_Other_Short
DoS,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Exploits,SMB,any,Other,Short,any_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,RTSP,bbn-rcc,Other,Short,bbn-rcc_Other_Short
DoS,HTTP,leaf-2,Other,Short,leaf-2_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,ptp,Other,Short,ptp_Other_Short
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Reconnaissance,ICMP,rdp,Other,Short,rdp_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,leaf-1,Other,Short,leaf-1_Other_Short
Exploits,SIP,rsvp,Other,Short,rsvp_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,xns-idp,Other,Short,xns-idp_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
DoS,IGMP,chaos,Other,Short,chaos_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
DoS,Asterisk,3pc,Other,Short,3pc_Other_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,vines,Other,Short,vines_Other_Short
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,RADIUS,vines,Other,Short,vines_Other_Short
Fuzzers,OSPF,pipe,Other,Short,pipe_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,TCP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,aes-sp3-d,Other,Short,aes-sp3-d_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,PHP,wsn,Other,Short,wsn_Other_Short
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,OSPF,iso-tp4,Other,Short,iso-tp4_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Backdoor,Unknown,il,Other,Short,il_Other_Short
Worms,,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,vrrp,Other,Short,vrrp_Other_Short
Exploits,Miscellaneous,gre,Other,Short,gre_Other_Short
Exploits,PHP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,HTTP,tcp,Web,Short,tcp_Web_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,ICMP,sctp,Other,Short,sctp_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,ICMP,micp,Other,Short,micp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,any,Other,Short,any_Other_Short
Generic,IXIA,mobile,Other,Short,mobile_Other_Short
DoS,Miscellaneous,zero,Other,Short,zero_Other_Short
Exploits,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Exploits,RTSP,rsvp,Other,Short,rsvp_Other_Short
DoS,Ethernet,unas,Other,Short,unas_Other_Short
Exploits,VNC,tcp,Registered,Medium,tcp_Registered_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Backdoor,Unknown,gre,Other,Short,gre_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,any,Other,Short,any_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Fuzzers,OSPF,hmp,Other,Short,hmp_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,RADIUS,ipv6-route,Other,Short,ipv6-route_Other_Short
Exploits,PHP,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,RADIUS,stp,Other,Short,stp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,ICMP,emcon,Other,Short,emcon_Other_Short
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,igp,Other,Short,igp_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Analysis,HTML,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,mfe-nsp,Other,Short,mfe-nsp_Other_Short
Reconnaissance,ICMP,narp,Other,Short,narp_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,SMB,pim,Other,Medium,pim_Other_Medium
Backdoors,,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,NetBIOS/SMB,sctp,Other,Short,sctp_Other_Short
Fuzzers,SMB,tcp,Other,Short,tcp_Other_Short
Generic,IXIA,tcp,Registered,Medium,tcp_Registered_Medium
Generic,IXIA,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,OSPF,sctp,Other,Short,sctp_Other_Short
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
Backdoor,Unknown,tcp,Registered,Medium,tcp_Registered_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,SMB,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,emcon,Other,Short,emcon_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Generic,IXIA,tcp,Registered,Medium,tcp_Registered_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,NetBIOS/SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
DoS,TCP,sat-expak,Other,Short,sat-expak_Other_Short
Backdoor,Unknown,sun-nd,Other,Short,sun-nd_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Office Document,tcp,Mail,Long,tcp_Mail_Long
Exploits,Web Application,ggp,Other,Short,ggp_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,iatp,Other,Short,iatp_Other_Short
Worms,ALL,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,ICMP,aris,Other,Short,aris_Other_Short
DoS,TCP,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Reconnaissance,ICMP,gre,Other,Short,gre_Other_Short
Exploits,Miscellaneous,sctp,Other,Medium,sctp_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,crudp,Other,Short,crudp_Other_Short
Exploits,Apache,sprite-rpc,Other,Short,sprite-rpc_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
DoS,IGMP,egp,Other,Short,egp_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,FTP,tcp,Other,Short,tcp_Other_Short
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Browser,tcp,Other,Medium,tcp_Other_Medium
Exploits,SMB,trunk-1,Other,Short,trunk-1_Other_Short
Exploits,TCP,tcp,Registered,Medium,tcp_Registered_Medium
